lang,raw,gold,pred_A,pred_B,is_nonstandard,A_correct,B_correct,change
de,nun,nun,nun,nun,False,True,True,both_TN
de,nur,nur,nur,nur,False,True,True,both_TN
de,nurnoch,nur noch,nur noch,nurnoch,True,True,False,A_only_correct
en,nw,nw,now,nw,False,False,True,B_fixed_FP
en,nyan,nyan,nyan,nyan,False,True,True,both_TN
en,nyc,nyc,nyc,nyc,False,True,True,both_TN
en,nzb,nzb,nzb,nzb,False,True,True,both_TN
de,nächsten,nächsten,nächsten,nächsten,False,True,True,both_TN
en,o,o,o,o,False,True,True,both_TN
en,o'neal,o'neal,o'neal,o'neal,False,True,True,both_TN
en,o.o,o.o,o.o,o.o,False,True,True,both_TN
en,o2,o2,o2,o2,False,True,True,both_TN
de,ob,ob,ob,ob,False,True,True,both_TN
en,obsessed,obsessed,obsessed,obsessed,False,True,True,both_TN
de,obwohl,obwohl,obwohl,obwohl,False,True,True,both_TN
de,och,auch,och,och,True,False,False,both_wrong
de,odeer,Oder,odeer,odeer,True,False,False,both_wrong
de,oder,oder,oder,oder,False,True,True,both_TN
en,odi,odi,odi,odi,False,True,True,both_TN
en,odor,odor,odor,odor,False,True,True,both_TN
en,oem,oem,oem,oem,False,True,True,both_TN
en,of,of,of,of,False,True,True,both_TN
en,ofc,ofc,ofc,ofc,False,True,True,both_TN
en,ofcourse,of course,ofcourse,ofcourse,True,False,False,both_wrong
en,off,off,off,off,False,True,True,both_TN
de,offenbings,offenbings,offenbings,offenbings,False,True,True,both_TN
en,offense,offense,offense,offense,False,True,True,both_TN
de,offensichtlich,offensichtlich,offensichtlich,offensichtlich,False,True,True,both_TN
en,offer,offer,offer,offer,False,True,True,both_TN
en,office,office,office,office,False,True,True,both_TN
en,official,official,official,official,False,True,True,both_TN
en,officially,officially,officially,officially,False,True,True,both_TN
en,offline,offline,offline,offline,False,True,True,both_TN
en,offspring,offspring,offspring,offspring,False,True,True,both_TN
en,oh,oh,oh,oh,False,True,True,both_TN
de,oha,Oha,oha,oha,True,False,False,both_wrong
en,ohh,ohh,ohh,ohh,False,True,True,both_TN
en,ohhh,ohhh,ohhh,ohhh,False,True,True,both_TN
en,ohmygod,ohmygod,ohmygod,ohmygod,False,True,True,both_TN
en,ohne,ohne,ohne,ohne,False,True,True,both_TN
en,oi,oi,oi,oi,False,True,True,both_TN
en,ok,ok,ok,ok,False,True,True,both_TN
en,okay,okay,okay,okay,False,True,True,both_TN
en,okc,okc,okc,okc,False,True,True,both_TN
en,old,old,old,old,False,True,True,both_TN
en,omfg,omfg,omfg,omfg,False,True,True,both_TN
en,omg,omg,omg,omg,False,True,True,both_TN
en,omo,omo,omo,omo,False,True,True,both_TN
en,on,on,on,on,False,True,True,both_TN
en,one,one,one,one,False,True,True,both_TN
en,one-year,one-year,one-year,one-year,False,True,True,both_TN
en,ones,ones,ones,ones,False,True,True,both_TN
en,onew,one,onew,onew,True,False,False,both_wrong
en,ongkir,ongkir,ongkir,ongkir,False,True,True,both_TN
en,online,online,online,online,False,True,True,both_TN
en,only,only,only,only,False,True,True,both_TN
en,oomfs,oomfs,oomfs,oomfs,False,True,True,both_TN
en,oookay,okay,oookay,ookay,True,False,False,both_wrong
en,op,op,op,op,False,True,True,both_TN
en,open,open,open,open,False,True,True,both_TN
en,openers,openers,openers,openers,False,True,True,both_TN
en,openfollow,open follow,openfollow,openfollow,True,False,False,both_wrong
en,openheart,openheart,openheart,openheart,False,True,True,both_TN
en,opening,opening,opening,opening,False,True,True,both_TN
en,opinion,opinion,opinion,opinion,False,True,True,both_TN
en,opinions,opinions,opinions,opinions,False,True,True,both_TN
en,opposite,opposite,opposite,opposite,False,True,True,both_TN
en,optimus,optimus,optimus,optimus,False,True,True,both_TN
en,or,or,or,or,False,True,True,both_TN
en,orali,orali,orali,orali,False,True,True,both_TN
en,orang,orang,orang,orang,False,True,True,both_TN
de,orange,Orange,orange,orange,True,False,False,both_wrong
en,orchestra,orchestra,orchestra,orchestra,False,True,True,both_TN
en,order,,order,order,True,False,False,both_wrong
de,ordnance,ordnance,ordnance,ordnance,False,True,True,both_TN
en,orenjy,orenjy,orenjy,orenjy,False,True,True,both_TN
en,orioles,orioles,orioles,orioles,False,True,True,both_TN
en,oroid,oroid,oroid,oroid,False,True,True,both_TN
en,orrr,or,orrr,orrr,True,False,False,both_wrong
en,os,os,os,os,False,True,True,both_TN
en,otha,other,otha,other,True,False,True,B_only_correct
en,other,other,other,other,False,True,True,both_TN
en,others,others,others,others,False,True,True,both_TN
en,otherwise,otherwise,otherwise,otherwise,False,True,True,both_TN
en,otl,otl,otl,otl,False,True,True,both_TN
en,ouma,ouma,ouma,ouma,False,True,True,both_TN
en,our,our,our,our,False,True,True,both_TN
en,out,out,out,out,False,True,True,both_TN
en,outdoortemp,outdoortemp,outdoortemp,outdoortemp,False,True,True,both_TN
en,outside,outside,outside,outside,False,True,True,both_TN
en,over,over,over,over,False,True,True,both_TN
en,overcast,overcast,overcast,overcast,False,True,True,both_TN
en,own,own,own,own,False,True,True,both_TN
en,p,p,p,p,False,True,True,both_TN
en,pa,pa,pa,pa,False,True,True,both_TN
en,paakyat,paakyat,paakyat,paakyat,False,True,True,both_TN
en,page,page,page,page,False,True,True,both_TN
en,pagi,pagi,pagi,pagi,False,True,True,both_TN
en,pahhheerraamm,pahhheerraamm,pahhheerraamm,pahhheerraamm,False,True,True,both_TN
en,pakistani,pakistani,pakistani,pakistani,False,True,True,both_TN
en,palco,palco,palco,palco,False,True,True,both_TN
en,paltrow,paltrow,paltrow,paltrow,False,True,True,both_TN
en,pancakes,pancakes,pancakes,pancakes,False,True,True,both_TN
en,panic,panic,panic,panic,False,True,True,both_TN
de,panik,panik,panik,panik,False,True,True,both_TN
en,pao,pao,pao,pao,False,True,True,both_TN
de,paparazzi,Paparazzi,paparazzi,paparazzi,True,False,False,both_wrong
en,paquiao,paquiao,paquiao,paquiao,False,True,True,both_TN
en,para,para,para,para,False,True,True,both_TN
en,paramore,paramore,paramore,paramore,False,True,True,both_TN
en,parets,parets,parets,parets,False,True,True,both_TN
en,paris,paris,paris,paris,False,True,True,both_TN
en,park,park,park,park,False,True,True,both_TN
en,parkir,parkir,parkir,parkir,False,True,True,both_TN
en,part,part,part,part,False,True,True,both_TN
de,parte,Parteien,parte,parte,True,False,False,both_wrong
en,parth,parth,parth,parth,False,True,True,both_TN
en,particularly,particularly,particularly,particularly,False,True,True,both_TN
en,party,party,party,party,False,True,True,both_TN
en,pasca,pasca,pasca,pasca,False,True,True,both_TN
de,passend,passend,passend,passend,False,True,True,both_TN
en,passenger,passenger,passenger,passenger,False,True,True,both_TN
en,passing,passing,passing,passing,False,True,True,both_TN
en,past,past,past,past,False,True,True,both_TN
en,pastor,pastor,pastor,pastor,False,True,True,both_TN
en,payne,payne,payne,payne,False,True,True,both_TN
en,payton,payton,payton,payton,False,True,True,both_TN
en,pct,pct,pct,pct,False,True,True,both_TN
en,pdx,portland,pdx,pdx,True,False,False,both_wrong
en,peewee,peewee,pee wee,peewee,False,False,True,B_fixed_FP
en,pegar,pegar,pegar,pegar,False,True,True,both_TN
en,peole,people,peole,peole,True,False,False,both_wrong
en,people,people,people,people,False,True,True,both_TN
en,pepl,people,people,pepl,True,True,False,A_only_correct
en,perf,perfect,perfect,perf,True,True,False,A_only_correct
en,perfect,perfect,perfect,perfect,False,True,True,both_TN
en,performs,performs,performs,performs,False,True,True,both_TN
en,perghhhh,perghhhh,perghhhh,perghhhh,False,True,True,both_TN
en,perhaps,perhaps,perhaps,perhaps,False,True,True,both_TN
en,permanent,permanent,permanent,permanent,False,True,True,both_TN
en,person,person,person,person,False,True,True,both_TN
en,personal,personal,personal,personal,False,True,True,both_TN
en,pg24,pg24,pg24,pg24,False,True,True,both_TN
en,phan,phan,phan,phan,False,True,True,both_TN
de,phase,Phase,phase,phase,True,False,False,both_wrong
en,pheasant,pheasant,pheasant,pheasant,False,True,True,both_TN
en,phil,phil,phil,phil,False,True,True,both_TN
en,phobia,phobia,phobia,phobia,False,True,True,both_TN
en,phone,phone,phone,phone,False,True,True,both_TN
en,photo,photo,photo,photo,False,True,True,both_TN
en,photobomb,photo bomb,photobomb,photobomb,True,False,False,both_wrong
en,photoset,photoset,photoset,photoset,False,True,True,both_TN
en,photosmart,photosmart,photosmart,photosmart,False,True,True,both_TN
en,pick,pick,pick,pick,False,True,True,both_TN
en,picked,picked,picked,picked,False,True,True,both_TN
en,pickle,pickle,pickle,pickle,False,True,True,both_TN
en,pics,pics,pictures,pics,False,False,True,B_fixed_FP
en,pictures,pictures,pictures,pictures,False,True,True,both_TN
en,pies,pies,pies,pies,False,True,True,both_TN
en,pimple,pimple,pimple,pimple,False,True,True,both_TN
en,pin,pin,pin,pin,False,True,True,both_TN
de,pingen,pingen,pingen,pingen,False,True,True,both_TN
de,pink,pink,pink,pink,False,True,True,both_TN
de,pinkelst,Pinkelst,pinkelst,pinkelst,True,False,False,both_wrong
en,piss,piss,piss,piss,False,True,True,both_TN
en,pissed,pissed,pissed,pissed,False,True,True,both_TN
en,pitcher,pitcher,pitcher,pitcher,False,True,True,both_TN
en,pk,pk,pk,pk,False,True,True,both_TN
en,placed,placed,placed,placed,False,True,True,both_TN
en,plan,plan,plan,plan,False,True,True,both_TN
en,plane(photos,plane(photos,plane(photos,plane(photos,False,True,True,both_TN
en,plant,plant,plant,plant,False,True,True,both_TN
en,plastic,plastic,plastic,plastic,False,True,True,both_TN
de,platt,platt,platt,platt,False,True,True,both_TN
en,play,play,play,play,False,True,True,both_TN
en,played,played,played,played,False,True,True,both_TN
en,player,player,player,player,False,True,True,both_TN
en,playing,playing,playing,playing,False,True,True,both_TN
en,playlist,playlist,playlist,playlist,False,True,True,both_TN
en,playoff,playoff,playoff,playoff,False,True,True,both_TN
en,please,please,please,please,False,True,True,both_TN
en,plg,plg,please,please,False,False,False,both_FP
en,pls,please,please,please,True,True,True,both_correct
en,plug,plug,plug,plug,False,True,True,both_TN
de,plus,plus,plus,plus,False,True,True,both_TN
de,plusgrade,Plusgrade,plusgrade,plusgrade,True,False,False,both_wrong
en,plz,please,please,please,True,True,True,both_correct
de,plötzlich,plötzlich,plötzlich,plötzlich,False,True,True,both_TN
en,pm,pm,pm,pm,False,True,True,both_TN
en,pmln,pmln,pmln,pmln,False,True,True,both_TN
en,pmsl,pmsl,pmsl,pmsl,False,True,True,both_TN
en,po,po,po,po,False,True,True,both_TN
en,pochey,pochey,pochey,pochey,False,True,True,both_TN
de,podcasten,podcasten,podcasten,podcasten,False,True,True,both_TN
en,point,point,point,point,False,True,True,both_TN
en,pointers,pointers,pointers,pointers,False,True,True,both_TN
en,pokes,pokes,pokes,pokes,False,True,True,both_TN
en,pol,pol,pol,pol,False,True,True,both_TN
en,policy,policy,policy,policy,False,True,True,both_TN
en,politicization,politicization,politicization,politicization,False,True,True,both_TN
en,pollinator,pollinator,pollinator,pollinator,False,True,True,both_TN
en,polls,polls,polls,polls,False,True,True,both_TN
en,pon,pon,pon,pon,False,True,True,both_TN
en,poooollll,pool,pooollll,poollll,True,False,False,both_wrong
en,poor,poor,poor,poor,False,True,True,both_TN
en,pop,pop,pop,pop,False,True,True,both_TN
de,popes,Popes,popes,popes,True,False,False,both_wrong
de,portugal,Portugal,portugal,portugal,True,False,False,both_wrong
en,posing,posing,posing,posing,False,True,True,both_TN
en,post,post,post,post,False,True,True,both_TN
en,poster,poster,poster,poster,False,True,True,both_TN
en,potatoes,potatoes,potatoes,potatoes,False,True,True,both_TN
en,pouliot,pouliot,pouliot,pouliot,False,True,True,both_TN
en,power,power,power,power,False,True,True,both_TN
en,ppc,ppc,ppc,ppc,False,True,True,both_TN
en,ppl,people,people,police,True,True,False,A_only_correct
en,pq,pq,pq,pq,False,True,True,both_TN
en,practice,practice,practice,practice,False,True,True,both_TN
en,practising,practising,practising,practising,False,True,True,both_TN
en,prague,prague,prague,prague,False,True,True,both_TN
en,praise,praise,praise,praise,False,True,True,both_TN
en,prayin,praying,praying,praying,True,True,True,both_correct
en,pre,preorder,pre,pre,True,False,False,both_wrong
en,pre-deb,pre-deb,pre-deb,pre-deb,False,True,True,both_TN
de,preiswerte,preiswerte,preiswerte,preiswerte,False,True,True,both_TN
en,prep,prep,prep,prep,False,True,True,both_TN
en,present,present,present,present,False,True,True,both_TN
en,president,president,president,president,False,True,True,both_TN
en,presly,presly,presly,presly,False,True,True,both_TN
en,presta,presta,presta,presta,False,True,True,both_TN
en,prettier,prettier,prettier,prettier,False,True,True,both_TN
en,pretty,pretty,pretty,pretty,False,True,True,both_TN
en,preview,preview,preview,preview,False,True,True,both_TN
en,previs,previs,previs,previs,False,True,True,both_TN
en,prez,president,prez,prez,True,False,False,both_wrong
en,prime,prime,prime,prime,False,True,True,both_TN
en,printer,printer,printer,printer,False,True,True,both_TN
en,priv[any,priv[any,priv[any,priv[any,False,True,True,both_TN
en,privelege,privelege,privelege,privelege,False,True,True,both_TN
en,privilage,privilage,privilage,privilage,False,True,True,both_TN
en,pro,pro,pro,pro,False,True,True,both_TN
de,prob,Problem,probably,prob,True,False,False,both_wrong
en,probably,probably,probably,probably,False,True,True,both_TN
de,problem,Problem,problem,problem,True,False,False,both_wrong
en,producer,producer,producer,producer,False,True,True,both_TN
de,profil,profil,profil,profil,False,True,True,both_TN
en,profile,profile,profile,profile,False,True,True,both_TN
en,program,program,program,program,False,True,True,both_TN
de,programatisches,programmatisches,programatisches,programatisches,True,False,False,both_wrong
en,projection,projection,projection,projection,False,True,True,both_TN
en,projects,projects,projects,projects,False,True,True,both_TN
en,prolems,prolems,prolems,prolems,False,True,True,both_TN
en,prolly,probably,prolly,prolly,True,False,False,both_wrong
en,promo,promo,promo,promo,False,True,True,both_TN
en,proof,proof,proof,proof,False,True,True,both_TN
en,property,property,property,property,False,True,True,both_TN
en,proses,proses,proses,proses,False,True,True,both_TN
en,prosperity,prosperity,prosperity,prosperity,False,True,True,both_TN
en,protection,protection,protection,protection,False,True,True,both_TN
en,protein,protein,protein,protein,False,True,True,both_TN
en,proud,proud,proud,proud,False,True,True,both_TN
en,provdes,provdes,provdes,provedes,False,True,False,B_new_FP
en,providers,providers,providers,providers,False,True,True,both_TN
en,provides,provides,provides,provides,False,True,True,both_TN
en,prowling,prowling,prowling,prowling,False,True,True,both_TN
de,präfix,Präfix,präfix,präfix,True,False,False,both_wrong
en,ps,ps,ps,ps,False,True,True,both_TN
en,psd,psd,psd,psd,False,True,True,both_TN
en,psg,psg,psg,psg,False,True,True,both_TN
en,public,public,public,public,False,True,True,both_TN
en,pulsa,pulsa,pulsa,pulsa,False,True,True,both_TN
en,pun,pun,pun,pun,False,True,True,both_TN
en,punisher,punisher,punisher,punisher,False,True,True,both_TN
en,punk,punk,punk,punk,False,True,True,both_TN
en,pur,pur,pur,pur,False,True,True,both_TN
en,put,put,put,put,False,True,True,both_TN
en,putts,putts,putts,putts,False,True,True,both_TN
de,putzen,putzen,putzen,putzen,False,True,True,both_TN
en,puyallup,puyallup,puyallup,puyallup,False,True,True,both_TN
en,puyat,puyat,puyat,puyat,False,True,True,both_TN
en,q,q,q,q,False,True,True,both_TN
en,q-tip,q-tip,q-tip,q-tip,False,True,True,both_TN
en,q-tip's,q-tip's,q-tip's,q-tip's,False,True,True,both_TN
en,qm,qm,qm,qm,False,True,True,both_TN
en,quality,quality,quality,quality,False,True,True,both_TN
en,quay,quay,quay,quay,False,True,True,both_TN
en,quick,quick,quick,quick,False,True,True,both_TN
en,quietest,quietest,quietest,quietest,False,True,True,both_TN
en,quil,quill,quil,quil,True,False,False,both_wrong
en,quit,quit,quit,quit,False,True,True,both_TN
en,quote,quote,quote,quote,False,True,True,both_TN
en,r,are,are,r,True,True,False,A_only_correct
en,r.e.d.,r.e.d.,r.e.d.,r.e.d.,False,True,True,both_TN
en,rabe,rabe,rabe,rabe,False,True,True,both_TN
en,radio,radio,radio,radio,False,True,True,both_TN
en,rafa,rafa,rafa,rafa,False,True,True,both_TN
en,rage,rage,rage,rage,False,True,True,both_TN
en,ragers,ragers,ragers,ragers,False,True,True,both_TN
en,rahe,rahe,rahe,rahe,False,True,True,both_TN
en,rain,rain,rain,rain,False,True,True,both_TN
en,raining,raining,raining,raining,False,True,True,both_TN
en,raj,raj,raj,raj,False,True,True,both_TN
en,raleigh,raleigh,raleigh,raleigh,False,True,True,both_TN
en,ramsey,ramsey,ramsey,ramsey,False,True,True,both_TN
en,rana,rana,rana,rana,False,True,True,both_TN
en,ranch,ranch,ranch,ranch,False,True,True,both_TN
en,rangel,rangel,rangel,rangel,False,True,True,both_TN
en,rangera,rangera,rangera,rangera,False,True,True,both_TN
en,rangers,rangers,rangers,rangers,False,True,True,both_TN
en,rapper,rapper,rapper,rapper,False,True,True,both_TN
en,rappers,rappers,rappers,rappers,False,True,True,both_TN
en,rather,rather,rather,rather,False,True,True,both_TN
en,rationed,rationed,rationed,rationed,False,True,True,both_TN
en,reached,reached,reached,reached,False,True,True,both_TN
en,reaction,reaction,reaction,reaction,False,True,True,both_TN
en,read,read,read,read,False,True,True,both_TN
en,readers,readers,readers,readers,False,True,True,both_TN
en,ready,ready,ready,ready,False,True,True,both_TN
en,real,real,real,real,False,True,True,both_TN
en,realise,realize,realise,realise,True,False,False,both_wrong
en,realised,realized,realised,realised,True,False,False,both_wrong
en,reality,reality,reality,reality,False,True,True,both_TN
en,reall,reall,reall,reall,False,True,True,both_TN
en,really,really,really,really,False,True,True,both_TN
en,realy,realy,realy,realy,False,True,True,both_TN
en,rebecca,rebecca,rebecca,rebecca,False,True,True,both_TN
